Date,Cumulative Percentage Returns,Account Balance,Short/Long,Entry Price,Exit Price,PnL,Exit Reason
2025-01-14 09:35:00,-0.05761257462944195,99942.38742537056,Short,0.4477,0.45027931496616014,-57.61257462944274,Stop Loss
2025-01-14 11:20:00,-0.12416773264569927,99875.8322673543,Long,0.4485,0.44551500116297066,-66.555158016262,Stop Loss
2025-01-14 14:40:00,-0.22111831600265577,99778.88168399734,Short,0.4495,0.45385792872189507,-96.95058335695339,Stop Loss
2025-01-14 16:55:00,-0.144919302107548,99855.08069789245,Long,0.4462,0.4496,76.1990138951146,Mean Reversion
2025-01-15 04:15:00,-0.05786815956130158,99942.1318404387,Short,0.4595,0.4555,87.05114254624598,Mean Reversion
2025-01-15 13:25:00,-0.11470067907472549,99885.29932092527,Short,0.4512,0.45376428328044555,-56.83251951342102,Stop Loss
2025-01-15 14:00:00,-0.23251433455388176,99767.48566544612,Short,0.4628,0.4682524159755756,-117.8136554791618,Stop Loss
2025-01-15 18:30:00,-0.14409328192230897,99855.90671807769,Long,0.475,0.4792,88.42105263157974,Mean Reversion
2025-01-16 01:10:00,-0.0606838556816947,99939.3161443183,Long,0.4772,0.4811802978202024,83.4094262406197,Trailing Stop
2025-01-16 08:40:00,-0.11446966768820131,99885.5303323118,Long,0.4769,0.4743349546254094,-53.785812006512245,Stop Loss
2025-01-16 11:20:00,-0.05197205853187188,99948.02794146813,Short,0.4772,0.4742176140910602,62.49760915632415,Trailing Stop
2025-01-16 12:10:00,-0.14361464920095748,99856.38535079904,Short,0.4758,0.4801603544640351,-91.64259066908573,Stop Loss
2025-01-16 15:25:00,-0.04424889867242018,99955.75110132758,Long,0.473,0.4777,99.36575052854204,Mean Reversion
2025-01-16 21:20:00,-0.11293619421454788,99887.06380578545,Long,0.4775,0.4742201816378632,-68.687295542131,Stop Loss
2025-01-17 01:30:00,-0.16257465107091412,99837.42534892909,Short,0.4779,0.4802722218531657,-49.638456856365615,Stop Loss
2025-01-17 12:00:00,-0.21869248860827065,99781.30751139173,Long,0.5127,0.5098228384694599,-56.117837537354866,Stop Loss
2025-01-17 13:35:00,-0.2883750697197829,99711.62493028022,Long,0.5084,0.5048573375762906,-69.68258111151407,Stop Loss
2025-01-17 20:30:00,-0.3438934963285428,99656.10650367146,Short,0.5088,0.5116247775458539,-55.51842660876302,Stop Loss
2025-01-18 03:35:00,-0.4074201337587729,99592.57986624123,Long,0.5027,0.4995065159363824,-63.526637430229464,Stop Loss
2025-01-18 12:35:00,-0.3536900242320116,99646.30997576799,Short,0.4839,0.4813,53.730109526761545,Mean Reversion
2025-01-18 13:30:00,-0.2389393461598229,99761.06065384018,Long,0.4793,0.4848,114.7506780721887,Mean Reversion
2025-01-19 03:10:00,-0.3054109298328985,99694.5890701671,Long,0.4901,0.4868422276841827,-66.47158367307189,Stop Loss
2025-01-19 04:00:00,-0.376936305542491,99623.06369445751,Long,0.4857,0.4822260125017854,-71.52537570958715,Stop Loss
2025-01-19 08:40:00,-0.4673377436880401,99532.66225631196,Long,0.4626,0.45841802947138677,-90.40143814555218,Stop Loss
2025-01-19 12:05:00,-0.3852722924237314,99614.72770757627,Long,0.4458,0.44945847781736314,82.06545126431517,Trailing Stop
2025-01-19 13:55:00,-0.4968938346212381,99503.10616537876,Short,0.4589,0.4640223125714435,-111.62154219750538,Stop Loss
2025-01-19 21:25:00,-0.6051426750845276,99394.85732491547,Long,0.4741,0.4689679224736352,-108.24884046329461,Stop Loss
2025-01-20 05:30:00,-0.5320691586983448,99467.93084130166,Short,0.4516,0.4483,73.07351638618302,Mean Reversion
2025-01-20 09:45:00,-0.6367942228741449,99363.20577712586,Long,0.4744,0.4694318429554999,-104.7250641758031,Stop Loss
2025-01-20 11:25:00,-0.572025383846485,99427.97461615351,Long,0.4631,0.4660994449353711,64.76883902766305,Trailing Stop
2025-01-20 12:15:00,-0.694841898788436,99305.15810121156,Long,0.4603,0.4546467558172218,-122.81651494195488,Stop Loss
2025-01-20 16:10:00,-0.8180633372228623,99181.93666277714,Long,0.4563,0.45067740576423737,-123.22143843442062,Stop Loss
2025-01-20 18:15:00,-0.687732781244893,99312.2672187551,Long,0.4394,0.4451267246296721,130.3305559779724,Trailing Stop
2025-01-20 21:55:00,-0.7829522392908985,99217.0477607091,Long,0.4446,0.44036654289527477,-95.21945804600145,Stop Loss
2025-01-21 02:50:00,-0.7182871122701181,99281.71288772988,Long,0.433,0.4358,64.6651270207858,Mean Reversion
2025-01-21 04:05:00,-0.5859576575587271,99414.04234244127,Short,0.4383,0.4325,132.32945471138552,Mean Reversion
2025-01-21 04:55:00,-0.4558158959970315,99544.18410400297,Long,0.4303,0.4359,130.141761561701,Mean Reversion
2025-01-21 12:15:00,-0.3023120027823461,99697.68799721765,Long,0.4495,0.4564,153.5038932146821,Mean Reversion
2025-01-21 14:20:00,-0.22477544983595726,99775.22455016404,Long,0.4514,0.4549,77.53655294638908,Mean Reversion
2025-01-21 15:25:00,-0.18255322761373827,99817.44677238626,Long,0.45,0.4519,42.222222222222506,Mean Reversion
2025-01-21 16:45:00,-0.13177268702370928,99868.22731297629,Short,0.457,0.454679329295036,50.7805405900219,Trailing Stop
2025-01-21 18:15:00,-0.21265493170343688,99787.34506829656,Short,0.4603,0.46402300972260774,-80.8822446797252,Stop Loss
2025-01-21 21:20:00,-0.30487347062949266,99695.12652937051,Long,0.4566,0.4523893015126362,-92.21853892605844,Stop Loss
2025-01-22 00:00:00,-0.24727488844074832,99752.72511155925,Long,0.4514,0.454,57.59858218874592,Mean Reversion
2025-01-22 01:05:00,-0.19016968308165086,99809.83031691835,Short,0.4553,0.4527,57.10520535910371,Mean Reversion
2025-01-22 02:30:00,-0.1367175672687299,99863.28243273127,Long,0.449,0.4514,53.45211581291789,Mean Reversion
2025-01-22 05:05:00,-0.054348911881374085,99945.65108811863,Long,0.4492,0.4529,82.36865538735611,Mean Reversion
2025-01-22 08:20:00,-0.10730782166006976,99892.69217833993,Long,0.4487,0.44632373371823014,-52.95890977869056,Stop Loss
2025-01-22 18:55:00,-0.17421161983835917,99825.78838016164,Long,0.4446,0.4416254571329935,-66.90379817828365,Stop Loss
2025-01-22 21:30:00,-0.12008442092090263,99879.9155790791,Long,0.4434,0.4458,54.12719891745506,Mean Reversion
2025-01-23 00:50:00,-0.19453802587419342,99805.4619741258,Long,0.4418,0.4385106397331636,-74.45360495329119,Stop Loss
2025-01-23 14:30:00,-0.273563465473635,99726.43653452636,Short,0.4353,0.43873997738576376,-79.0254395994426,Stop Loss
2025-01-23 18:05:00,-0.18191237128258217,99818.08762871742,Long,0.438,0.4420143179255683,91.65109419105657,Trailing Stop
2025-01-23 20:55:00,-0.06336153119288793,99936.63846880711,Short,0.4416,0.43636479490163904,118.55084008969546,Trailing Stop
2025-01-23 23:20:00,-0.15809873535747465,99841.90126464253,Short,0.4397,0.44386559486711674,-94.73720416458409,Stop Loss
2025-01-24 00:50:00,-0.22077539469389013,99779.22460530611,Long,0.438,0.435254762321065,-62.676659336414964,Stop Loss
2025-01-24 03:30:00,-0.12047215233327008,99879.52784766673,Long,0.4287,0.433,100.30324236062448,Mean Reversion
2025-01-24 05:35:00,-0.21416055043194504,99785.83944956805,Short,0.436,0.4400848141571025,-93.68839809868096,Stop Loss
2025-01-24 13:25:00,-0.17170301210596517,99828.29698789403,Short,0.4494,0.44749195822763066,42.45753832597602,Trailing Stop
2025-01-24 16:35:00,-0.11056170775814098,99889.43829224186,Long,0.4416,0.4443,61.14130434782564,Mean Reversion
2025-01-24 17:20:00,-0.04012317106193223,99959.87682893807,Long,0.4401,0.4432,70.43853669620522,Mean Reversion
2025-01-24 21:10:00,-0.10173691718306507,99898.26308281693,Long,0.4352,0.43251856976880804,-61.61374612113832,Stop Loss
2025-01-25 03:00:00,-0.0971286222521885,99902.87137774781,Short,0.434,0.4338,4.608294930875069,Mean Reversion
2025-01-25 03:45:00,-0.15042213037885085,99849.57786962115,Short,0.4364,0.43872572869464743,-53.293508126659525,Stop Loss
2025-01-25 16:40:00,-0.10695381649186311,99893.04618350814,Short,0.4371,0.4352,43.46831388698268,Mean Reversion
2025-01-26 00:15:00,-0.06914200765671558,99930.85799234328,Long,0.4338,0.43544027626726883,37.81180883515017,Trailing Stop
2025-01-26 21:25:00,-0.04310107483589672,99956.8989251641,Long,0.4426,0.44375257168664956,26.040932820821546,Trailing Stop
2025-01-26 23:35:00,-0.14029642586434785,99859.70357413565,Long,0.4396,0.43532729236878953,-97.1953510284454,Stop Loss
2025-01-27 01:25:00,-0.08642054510371236,99913.57945489629,Long,0.4259,0.42819457376159525,53.8758807606305,Trailing Stop
2025-01-27 06:20:00,-0.1563608740453783,99843.63912595462,Long,0.4141,0.4112037709785255,-69.94032894166908,Stop Loss
2025-01-27 07:25:00,-0.29643683100178897,99703.56316899821,Long,0.4018,0.3961717480494912,-140.0759569564164,Stop Loss
2025-01-27 13:05:00,-0.4049289074912813,99595.07109250872,Short,0.4059,0.4103036933847084,-108.49207648949047,Stop Loss
2025-01-27 16:45:00,-0.49660706170299096,99503.39293829701,Long,0.4086,0.40485403061890984,-91.67815421170276,Stop Loss
2025-01-27 18:50:00,-0.6217992543555156,99378.20074564448,Long,0.4033,0.39825099887032356,-125.19219265252748,Stop Loss
2025-01-27 20:35:00,-0.7042917872262624,99295.70821277374,Short,0.4072,0.41055909593849704,-82.49253287075237,Stop Loss
2025-01-28 01:30:00,-0.7695773253297085,99230.42267467029,Long,0.4114,0.40871415296242447,-65.28553810343989,Stop Loss
2025-01-28 12:45:00,-0.8252221586267551,99174.77784137324,Long,0.4098,0.40751967473148687,-55.64483329705047,Stop Loss
2025-01-28 21:30:00,-0.8964771183284466,99103.52288167155,Long,0.3971,0.3942704655502459,-71.2549597016895,Stop Loss
2025-01-29 01:45:00,-0.9778819157041435,99022.11808429586,Short,0.3933,0.3965016506807863,-81.40479737570091,Stop Loss
2025-01-29 06:20:00,-1.0256767459491385,98974.32325405086,Short,0.4006,0.4025146608996146,-47.794830244996554,Stop Loss
2025-01-29 12:45:00,-1.0791615310636988,98920.8384689363,Long,0.398,0.3958713055524407,-53.48478511455551,Stop Loss
2025-01-29 16:05:00,-0.9955749049238802,99004.42509507612,Short,0.3948,0.3915,83.58662613981686,Mean Reversion
2025-01-29 17:55:00,-0.937332311862352,99062.66768813765,Short,0.3949,0.3926,58.24259306153378,Mean Reversion
2025-01-30 00:45:00,-0.904395904464327,99095.60409553567,Long,0.3947,0.396,32.93640739802441,Mean Reversion
2025-01-30 09:35:00,-0.9595166715286467,99040.48332847135,Short,0.4057,0.4079362495197995,-55.12076706432104,Stop Loss
2025-01-30 19:10:00,-0.920999579569092,99079.00042043091,Long,0.4154,0.417,38.51709195955682,Mean Reversion
2025-01-30 21:30:00,-0.8955378085741249,99104.46219142588,Long,0.4131,0.41415182575980186,25.461770994961,Trailing Stop
2025-01-31 11:25:00,-0.9543942755182506,99045.60572448175,Short,0.416,0.41844842902487545,-58.85646694412174,Stop Loss
2025-01-31 14:50:00,-1.024028616024356,98975.97138397564,Long,0.416,0.413103211434946,-69.63434050610546,Stop Loss
2025-01-31 16:25:00,-0.9741947289811651,99025.80527101883,Short,0.4214,0.4193,49.83388704318915,Mean Reversion
2025-01-31 20:50:00,-0.9313021789427876,99068.69782105721,Long,0.4051,0.40683757720205455,42.892550038373976,Trailing Stop
2025-01-31 22:55:00,-0.8892994849106762,99110.70051508932,Short,0.4089,0.40718250984102705,42.00269403210893,Trailing Stop
2025-02-01 01:35:00,-0.9451678433525812,99054.83215664742,Short,0.4106,0.4128939547976246,-55.86835844190366,Stop Loss
