Date,Close,Return_%
2023-01-23,4019.81,0.0
2023-01-24,4016.95,-0.07114764130643492
2023-01-25,4016.22,-0.0893077035979295
2023-01-26,4060.43,1.010495520932575
2023-01-27,4070.56,1.262497481224245
2023-01-30,4017.77,-0.05074866722556415
2023-01-31,4076.6,1.4127533390881686
2023-02-01,4119.21,2.472753687363327
2023-02-02,4179.76,3.9790437856515704
2023-02-03,4136.48,2.9023759829444495
2023-02-06,4111.08,2.270505322390859
2023-02-07,4164.0,3.5869854545364177
2023-02-08,4117.86,2.439170010522873
2023-02-09,4081.5,1.5346496476201565
2023-02-10,4090.46,1.7575457546501028
2023-02-13,4137.29,2.9225261890487353
2023-02-14,4136.13,2.8936691037636075
2023-02-15,4147.6,3.1790059729191356
2023-02-16,4090.41,1.7563019147671222
2023-02-17,4079.09,1.4746965652605581
2023-02-21,3997.34,-0.5589816434110051
2023-02-22,3991.05,-0.7154567006898316
2023-02-23,4012.32,-0.18632721447032763
2023-02-24,3970.04,-1.2381182195178364
2023-02-27,3982.24,-0.934621288070836
2023-02-28,3970.15,-1.235381771775279
2023-03-01,3951.39,-1.7020704958692123
2023-03-02,3981.35,-0.9567616379878685
2023-03-03,4045.64,0.6425676835472238
2023-03-06,4048.42,0.7117251810409009
2023-03-07,3986.37,-0.831880113736716
2023-03-08,3992.01,-0.6915749749366151
2023-03-09,3918.32,-2.524746194471872
2023-03-10,3861.59,-3.9360069257004637
2023-03-13,3855.76,-4.081038656055879
2023-03-14,3919.29,-2.5006157007420704
2023-03-15,3891.93,-3.1812448847084895
2023-03-16,3960.28,-1.480915764675439
2023-03-17,3916.64,-2.566539214539998
2023-03-20,3951.57,-1.697592672290471
2023-03-21,4002.87,-0.42141295235347265
2023-03-22,3936.97,-2.060793918120507
2023-03-23,3948.72,-1.768491545620321
2023-03-24,3970.99,-1.2144852617412272
2023-03-27,3977.53,-1.0517910050474977
2023-03-28,3971.27,-1.2075197583965358
2023-03-29,4027.81,0.19901438127671867
2023-03-30,4050.83,0.7716782634004993
2023-03-31,4109.31,2.22647339053339
2023-04-03,4124.51,2.604600714959182
2023-04-04,4100.6,2.009796482918347
2023-04-05,4090.38,1.7555556108373338
2023-04-06,4105.02,2.119751928573743
2023-04-10,4109.11,2.2214980310014676
2023-04-11,4108.94,2.2172689753993335
2023-04-12,4091.95,1.7946121831628803
2023-04-13,4146.22,3.144675992148893
2023-04-14,4137.64,2.9312330682295995
2023-04-17,4151.32,3.2715476602127813
2023-04-18,4154.87,3.3598602919043374
2023-04-19,4154.52,3.3511534127234954
2023-04-20,4129.79,2.7359502066018004
2023-04-21,4133.52,2.8287406618720867
2023-04-24,4137.04,2.9163069896338323
2023-04-25,4071.63,1.2891156547200078
2023-04-26,4055.99,0.9000425393239864
2023-04-27,4135.35,2.8742652015891323
2023-04-28,4169.48,3.7233103057109584
2023-05-01,4167.87,3.6832586614790275
2023-05-02,4119.58,2.4819581024973836
2023-05-03,4090.75,1.764760025971368
2023-05-04,4061.22,1.0301481910836463
2023-05-05,4136.25,2.896654319482761
2023-05-08,4138.12,2.943173931106191
2023-05-09,4119.17,2.4717586154569426
2023-05-10,4137.64,2.9312330682295995
2023-05-11,4130.62,2.7565979486592562
2023-05-12,4124.08,2.593903691965549
2023-05-15,4136.28,2.8974006234125493
2023-05-16,4109.9,2.241150701152539
2023-05-17,4158.77,3.4568798027767578
2023-05-18,4198.05,4.434040414845475
2023-05-19,4191.98,4.283038253051741
2023-05-22,4192.63,4.299208171530489
2023-05-23,4145.58,3.1287548416467414
2023-05-24,4115.24,2.373992800654756
2023-05-25,4151.28,3.270552588306397
2023-05-26,4205.45,4.6181287175264485
2023-05-30,4205.52,4.6198700933626435
2023-05-31,4179.83,3.980785161487721
2023-06-01,4221.02,5.005460457086297
2023-06-02,4282.37,6.5316519935021855
2023-06-05,4273.79,6.318209069582892
2023-06-06,4283.85,6.568469654038389
2023-06-07,4267.52,6.162231548257258
2023-06-08,4293.93,6.819227774447056
2023-06-09,4298.86,6.941870386908833
2023-06-12,4338.93,7.938683669128643
2023-06-13,4369.01,8.686977742729152
2023-06-14,4372.59,8.776036678350474
2023-06-15,4425.84,10.100726153723683
2023-06-16,4409.59,9.696478191755343
2023-06-20,4388.71,9.177050656623088
2023-06-21,4365.69,8.604386774499284
2023-06-22,4381.89,9.007390896584667
2023-06-23,4348.33,8.172525567128798
2023-06-26,4328.82,7.6871792447901655
2023-06-27,4378.41,8.920819640729283
2023-06-28,4376.86,8.882260604356906
2023-06-29,4396.44,9.36934830253171
2023-06-30,4450.38,10.71120276829005
2023-07-03,4455.59,10.84081088409652
2023-07-05,4446.82,10.622641368621899
2023-07-06,4411.59,9.746231787074521
2023-07-07,4398.95,9.431789064657291
2023-07-10,4409.53,9.694985583895743
2023-07-11,4439.26,10.43457277831541
2023-07-12,4472.16,11.253019421315935
2023-07-13,4510.04,12.19535251666124
2023-07-14,4505.42,12.080421711473921
2023-07-17,4522.79,12.512531686821028
2023-07-18,4554.98,13.313315803483249
2023-07-19,4565.72,13.58049261034726
2023-07-20,4534.87,12.813043402548875
2023-07-21,4536.34,12.849612295108482
2023-07-24,4554.64,13.304857692279004
2023-07-25,4567.46,13.62377823827494
2023-07-26,4566.75,13.606115711936638
2023-07-27,4537.41,12.876230468604245
2023-07-28,4582.23,13.9912085397071
2023-07-31,4588.96,14.158629387956157
2023-08-01,4576.73,13.854386152579345
2023-08-02,4513.39,12.278689788820873
2023-08-03,4501.89,11.992606615735578
2023-08-04,4478.03,11.399046223577724
2023-08-07,4518.44,12.40431761700178
2023-08-08,4499.38,11.930165853609997
2023-08-09,4467.71,11.142317671730751
2023-08-10,4468.83,11.170179685109494
2023-08-11,4464.05,11.051268592296658
2023-08-14,4489.72,11.689855988218367
2023-08-15,4437.86,10.399745261591953
2023-08-16,4404.33,9.565626236065894
2023-08-17,4370.36,8.720561419569584
2023-08-18,4369.71,8.704391501090857
2023-08-21,4399.77,9.452188038738152
2023-08-22,4387.55,9.14819357133796
2023-08-23,4436.01,10.353723185921737
2023-08-24,4376.31,8.868578365644165
2023-08-25,4405.71,9.599956216836114
2023-08-28,4433.31,10.286555832240829
2023-08-29,4497.63,11.886631457705722
2023-08-30,4514.87,12.315507449357055
2023-08-31,4507.66,12.136145738231408
2023-09-01,4515.77,12.337896567250706
2023-09-05,4496.83,11.866730019578032
2023-09-06,4465.48,11.08684241294986
2023-09-07,4451.14,10.730109134511334
2023-09-08,4457.49,10.888076799649738
2023-09-11,4487.46,11.633634425507665
2023-09-12,4461.9,10.997783477328515
2023-09-13,4467.44,11.135600936362655
2023-09-14,4505.1,12.072461136222866
2023-09-15,4450.32,10.709710160430452
2023-09-18,4453.53,10.78956468091774
2023-09-19,4443.95,10.551244959338879
2023-09-20,4402.2,9.512638657050942
2023-09-21,4330.0,7.7165338660284855
2023-09-22,4320.06,7.469258497292164
2023-09-25,4337.44,7.901617240615844
2023-09-26,4273.53,6.311741102191393
2023-09-27,4274.51,6.3361203638978125
2023-09-28,4299.7,6.962766896942885
2023-09-29,4288.05,6.672952204208671
2023-10-02,4288.39,6.681410315412917
2023-10-03,4229.45,5.215171861356627
2023-10-04,4263.75,6.068446021080609
2023-10-05,4258.19,5.930131026093255
2023-10-06,4308.5,7.181682716347293
2023-10-09,4335.66,7.857336540781779
2023-10-10,4358.24,8.41905463193533
2023-10-11,4376.95,8.88449951614627
2023-10-12,4349.61,8.204367868133055
2023-10-13,4327.78,7.661307375224191
2023-10-16,4373.63,8.801908547916447
2023-10-17,4373.2,8.791211524922815
2023-10-18,4314.6,7.333431182070815
2023-10-19,4278.0,6.42294038772977
2023-10-20,4224.16,5.08357360173739
2023-10-23,4217.04,4.906450802401108
2023-10-24,4247.68,5.668675882690977
2023-10-25,4186.77,4.153430137245295
2023-10-26,4137.23,2.9210335811891586
2023-10-27,4117.37,2.4269803796696854
2023-10-30,4166.82,3.657138023936457
2023-10-31,4193.8,4.3283140247922125
2023-11-01,4237.86,5.424385729673786
2023-11-02,4317.78,7.412539398628293
2023-11-03,4358.34,8.421542311701312
2023-11-06,4365.98,8.61160104582057
2023-11-07,4378.38,8.920073336799494
2023-11-08,4382.78,9.029531246501698
2023-11-09,4347.35,8.148146305422399
2023-11-10,4415.24,9.837032098532017
2023-11-13,4411.55,9.745236715168136
2023-11-14,4495.7,11.838619238222691
2023-11-15,4502.88,12.017234645418572
2023-11-16,4508.24,12.150574280873961
2023-11-17,4514.02,12.294362171346428
2023-11-20,4547.38,13.124252141270354
2023-11-21,4538.19,12.895634370778719
2023-11-22,4556.62,13.35411375164497
2023-11-24,4559.34,13.421778641279069
2023-11-27,4550.43,13.200126374132125
2023-11-28,4554.89,13.311076891693885
2023-11-29,4550.58,13.203857893781045
2023-11-30,4567.8,13.63223634947921
2023-12-01,4594.63,14.299680830686023
2023-12-04,4569.78,13.681492408845198
2023-12-05,4567.18,13.616812734930273
2023-12-06,4549.34,13.173010664683172
2023-12-07,4585.59,14.074794579843331
2023-12-08,4604.37,14.541980839890446
2023-12-11,4622.44,14.991504573599235
2023-12-12,4643.7,15.520385291842143
2023-12-13,4707.09,17.097325495483616
2023-12-14,4719.55,17.407290394322118
2023-12-15,4719.19,17.398334747164657
2023-12-18,4740.56,17.929951913150145
2023-12-19,4768.37,18.621775656063356
2023-12-20,4698.35,16.879902283938808
2023-12-21,4746.75,18.083939290662986
2023-12-22,4754.63,18.279968456220573
2023-12-26,4774.75,18.780489625131548
2023-12-27,4781.58,18.95039815314654
2023-12-28,4783.35,18.994430085004034
2023-12-29,4769.83,18.658095780646345
2024-01-02,4742.83,17.986422243837396
2024-01-03,4704.81,17.04060639681977
2024-01-04,4688.68,16.63934365057056
2024-01-05,4697.24,16.85228903853664
2024-01-08,4763.54,18.501620723367516
2024-01-09,4756.5,18.326488067844004
2024-01-10,4783.45,18.99691776476997
2024-01-11,4780.24,18.917063244282684
2024-01-12,4783.83,19.006370947880626
2024-01-16,4765.98,18.562320109656905
2024-01-17,4739.21,17.89636823630969
2024-01-18,4780.94,18.93447700264439
2024-01-19,4839.81,20.39897408086453
2024-01-22,4850.43,20.663165672009388
2024-01-23,4864.6,21.01566989484578
2024-01-24,4868.55,21.113933245601157
2024-01-25,4894.16,21.75102803366329
2024-01-26,4890.97,21.671671049129195
2024-01-29,4927.93,22.591117490627678
